"Cuenta";"Nombre_cuenta";"Ramo";"2016-01-31";"2016-02-29";"2016-03-31";"2016-04-30";"2016-05-31";"2016-06-30";"2016-07-31";"2016-08-31";"2016-09-30";"2016-10-31";"2016-11-30";"2016-12-31";"2017-01-31";"2017-02-28";"2017-03-31";"2017-04-30";"2017-05-31";"2017-06-30";"2017-07-31";"2017-08-31";"2017-09-30";"2017-10-31";"2017-11-30";"2017-12-31";"2018-01-31"
"29099903075";"Prima Aceptada en Reaseguro";"ACCIDENTES PERSONALES";4438011898.6;9286604778.44;15761000827.13;26649550184.04;30573854861.96;37316733666.08;42925753632.18;48641652174.72;54484994065.39;60338675926.52;65968960763.22;71004078592.57;4728219086.63;9289785356.84;16411437800.87;20948708506.33;26341249558.49;32190766757.06;36943714465.56;42961942112.49;50228444505.54;57827175463.42;65722694876.86;73457450238.63;6096833096.93
"29099903075";"Prima Aceptada en Reaseguro";"COLECTIVO VIDA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099903075";"Prima Aceptada en Reaseguro";"EDUCATIVO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099903075";"Prima Aceptada en Reaseguro";"VIDA GRUPO";4306388771.57;9662924195.75;14956979558.29;20936948654.7;25880027693.43;31893132983.82;35119988120;42642607503.45;48211003043.66;53890668970.25;60681233740.85;66781471179.05;7626021169.06;14172770761.77;22314342625.88;30773750057.64;39392133790.66;46719173798.78;53742133166.13;61917696609.68;70389055955.92;79086964567.37;86497450159.97;95025691819.7;7608689354.08
"29099903075";"Prima Aceptada en Reaseguro";"SALUD";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099903075";"Prima Aceptada en Reaseguro";"ENFERMEDADES DE ALTO COSTO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099903075";"Prima Aceptada en Reaseguro";"VIDA INDIVIDUAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099903075";"Prima Aceptada en Reaseguro";"PREVISIONAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099903075";"Prima Aceptada en Reaseguro";"RIESGOS LABORALES";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099903075";"Prima Aceptada en Reaseguro";"PENSIONES LEY 100";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099903075";"Prima Aceptada en Reaseguro";"PENSIONES VOLUNTARIAS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099903075";"Prima Aceptada en Reaseguro";"PENSIONES CON CONMUTACIÓN PENSIONAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099903075";"Prima Aceptada en Reaseguro";"PATRIM. AUTÓNOMO - FDO. PENS. VOLUNTARIAS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099903075";"Prima Aceptada en Reaseguro";"RENTAS VOLUNTARIAS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099903075";"Prima Aceptada en Reaseguro";"BEPS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099903075";"Prima Aceptada en Reaseguro";"AGROPECUARIO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099903075";"Prima Aceptada en Reaseguro";"OPERACIONES NO ASIGNABLES A RAMOS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099903075";"Prima Aceptada en Reaseguro";"Ramos_Total";21827231912.65;45364205831.24;70631278240.75;97871068749.41;124774782436.34;152573910179.17;177389992133.41;203950808236.61;230753231974.03;257829582225.07;286139003612.71;315549078066.79;27838223827.24;54162168358;84420712454.41;113706282174.55;144780640548.72;171341833470.98;198382107629.47;229423300165.26;262798810142.43;295271874917.2;325591721608.91;357758331256.68;26183838805.56
"29099903075";"Prima Aceptada en Reaseguro";"Ramos_Vida";18987330378.76;39526249658.03;62648832608.39;89392962301.69;110594345316.18;135422120792.43;157453912187.7;180602331029.8;204630488579.1;228862838567.84;253957649775.44;280472140175.67;24400399416.1;47677931521.38;74576651645.19;100414000241.65;127868097841.86;151505014195.05;175815155509.08;203001032469.72;232586545086.26;261859437561.45;289315085930.27;317787595257.19;22901322676.07
"29099903075";"Prima Aceptada en Reaseguro";"Ramos_Generales";2839901533.89;5837956173.21;7982445632.36;8478106447.72;14180437120.16;17151789386.74;19936079945.71;23348477206.81;26122743394.93;28966743657.23;32181353837.27;35076937891.12;3437824411.14;6484236836.62;9844060809.22;13292281932.9;16912542706.86;19836819275.93;22566952120.39;26422267695.54;30212265056.17;33412437355.75;36276635678.64;39970735999.49;3282516129.49
"29099903075";"Prima Aceptada en Reaseguro";"Ramos_Objetivo";21827231912.65;45364205831.24;70631278240.75;97871068749.41;124774782436.34;152573910179.17;177389992133.41;203950808236.61;230753231974.03;257829582225.07;286139003612.71;315549078066.79;27838223827.24;54162168358;84420712454.41;113706282174.55;144780640548.72;171341833470.98;198382107629.47;229423300165.26;262798810142.43;295271874917.2;325591721608.91;357758331256.68;26183838805.56
"29099903075";"Prima Aceptada en Reaseguro";"Ramos_Objetivo_Grales";2839901533.89;5837956173.21;7982445632.36;8478106447.72;14180437120.16;17151789386.74;19936079945.71;23348477206.81;26122743394.93;28966743657.23;32181353837.27;35076937891.12;3437824411.14;6484236836.62;9844060809.22;13292281932.9;16912542706.86;19836819275.93;22566952120.39;26422267695.54;30212265056.17;33412437355.75;36276635678.64;39970735999.49;3282516129.49
"29099903075";"Prima Aceptada en Reaseguro";"Ramos_Objetivo_Vida";18987330378.76;39526249658.03;62648832608.39;89392962301.69;110594345316.18;135422120792.43;157453912187.7;180602331029.8;204630488579.1;228862838567.84;253957649775.44;280472140175.67;24400399416.1;47677931521.38;74576651645.19;100414000241.65;127868097841.86;151505014195.05;175815155509.08;203001032469.72;232586545086.26;261859437561.45;289315085930.27;317787595257.19;22901322676.07
"29099903075";"Prima Aceptada en Reaseguro";"Ramos_SS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099903075";"Prima Aceptada en Reaseguro";"Ramos_Vida_sinSS";18987330378.76;39526249658.03;62648832608.39;89392962301.69;110594345316.18;135422120792.43;157453912187.7;180602331029.8;204630488579.1;228862838567.84;253957649775.44;280472140175.67;24400399416.1;47677931521.38;74576651645.19;100414000241.65;127868097841.86;151505014195.05;175815155509.08;203001032469.72;232586545086.26;261859437561.45;289315085930.27;317787595257.19;22901322676.07
