"Cuenta";"Nombre_cuenta";"Ramo";"2016-01-31";"2016-02-29";"2016-03-31";"2016-04-30";"2016-05-31";"2016-06-30";"2016-07-31";"2016-08-31";"2016-09-30";"2016-10-31";"2016-11-30";"2016-12-31";"2017-01-31";"2017-02-28";"2017-03-31";"2017-04-30";"2017-05-31";"2017-06-30";"2017-07-31";"2017-08-31";"2017-09-30";"2017-10-31";"2017-11-30";"2017-12-31";"2018-01-31"
"29099936040";"Comisiones Pagadas";"NAVEGACIÓN Y CASCO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099936040";"Comisiones Pagadas";"MINAS Y PETRÓLEOS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099936040";"Comisiones Pagadas";"VIDRIOS";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099936040";"Comisiones Pagadas";"CRÉDITO COMERCIAL";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099936040";"Comisiones Pagadas";"CRÉDITO A LA EXPORTACIÓN";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099936040";"Comisiones Pagadas";"ELIMINADA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099936040";"Comisiones Pagadas";"DESEMPLEO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099936040";"Comisiones Pagadas";"HOGAR";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099936040";"Comisiones Pagadas";"EXEQUIAS";0;0;43814858;44961457;46498551;48761995;55782260;64134038;71819967;80106482;82299719;66171803;82623;171755;5721436;30078951;30801824;31489279;31410103;65600506;77157635;85000029;93495008;126796317;76047
"29099936040";"Comisiones Pagadas";"ACCIDENTES PERSONALES";31769902;44907024;1067154967;1426063793;1776170893;2421252935;2734917744;3126933239;3509632035;3890610027;4332301344;4671733457;298175179;568143281;853889930;1156352430;1531079745;1860465696;2237850613;2629197966;2922578951;3343120458;3833662865;4182178377;170684670
"29099936040";"Comisiones Pagadas";"COLECTIVO VIDA";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"29099936040";"Comisiones Pagadas";"EDUCATIVO";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
